abs,brand,compression_ratio,coupe_type,cylinder_bore,doors,fuel_tank_volume,fuel_type,generation,kerb_weight,model,number_of_cylinders,number_of_gears,number_of_valves_per_cylinder,piston_stroke,position_of_cylinders,power,seats,torque,wheelbase,hashtags,sentiment
1,Premier,0,0,0,4,0,0,Padmini,0,Padmini,4,4,2,0,1,0,4,0,0,#premierpadmini|#padmini|#ppadmini|#padminipadmini|#premierpadminipadmini|#ppadminipadmini,0
1,Proton,2,0,1,4,1,0,Saga III,1,Saga,4,0,4,0,1,1,5,0,1,#protonsaga|#saga|#psaga|#sagasaga|#protonsagasaga|#psagasaga,0.005555556
1,Proton,6,1,1,5,1,0,Suprima S,2,Suprima S,4,7,4,4,1,2,5,2,3,#protonsuprimas|#suprimas|#psuprimas|#suprimassuprima|#protonsuprimassuprima|#psuprimassuprima,0
1,Porsche,6,3,3,2,4,0,718 Cayman,2,718,6,6,4,1,0,6,1,5,1,#porsche718|#718|#p718|#718718|#porsche718718|#p718718,0.25
1,Noble,2,3,5,2,5,0,M12 GTO,1,M12 GTO,6,6,4,1,2,6,2,4,1,#noblem12gto|#m12gto|#nm12gto|#m12gtom12|#noblem12gtom12|#nm12gtom12,0
0,Opel,0,0,1,4,3,1,Vectra A (facelift 1992),5,Vectra,4,5,2,4,1,0,5,0,2,#opelvectra|#vectra|#ovectra|#vectravectra|#opelvectravectra|#ovectravectra,0
0,Nissan,0,7,4,5,3,1,Vanette Cargo,3,Vanette,4,6,2,1,1,0,5,1,6,#nissanvanette|#vanette|#nvanette|#vanettevanette|#nissanvanettevanette|#nvanettevanette,0
1,Nissan,5,4,3,4,4,0,Titan II King Cab,0,Titan,8,7,4,6,2,6,5,5,2,#nissantitan|#titan|#ntitan|#titantitan|#nissantitantitan|#ntitantitan,-0.03125
0,Nissan,5,0,3,4,4,0,Versa,1,Versa,4,4,4,2,1,2,5,1,2,#nissanversa|#versa|#nversa|#versaversa|#nissanversaversa|#nversaversa,0.192525253
1,Nissan,6,5,3,5,3,1,X-Trail III (T32NULL facelift 2017),0,X-Trail,4,10,4,3,1,3,5,5,4,#nissanxtrail|#xtrail|#nxtrail|#xtrailxtrail|#nissanxtrailxtrail|#nxtrailxtrail,0.416666667
1,Opel,3,7,3,5,3,2,Zafira B (facelift 2008),3,Zafira,4,5,4,3,1,2,5,2,4,#opelzafira|#zafira|#ozafira|#zafirazafira|#opelzafirazafira|#ozafirazafira,0.285123557
0,Opel,3,7,1,4,6,1,Vivaro B,4,Vivaro,4,6,4,1,1,2,9,4,2,#opelvivaro|#vivaro|#ovivaro|#vivarovivaro|#opelvivarovivaro|#ovivarovivaro,0.512121212
1,Nissan,5,11,3,5,2,0,Rogue Sport,3,Rogue Sport,4,10,4,6,1,2,5,2,3,#nissanroguesport|#roguesport|#nroguesport|#roguesportrogue|#nissanroguesportrogue|#nroguesportrogue,0.25072601
1,Nissan,0,11,1,5,2,1,Qashqai II (facelift 2017),6,Qashqai,4,10,4,1,1,2,5,4,3,#nissanqashqai|#qashqai|#nqashqai|#qashqaiqashqai|#nissanqashqaiqashqai|#nqashqaiqashqai,0.704166667
1,Nissan,2,11,5,5,2,0,Rogue II (facelift 2017),4,Rogue,4,10,4,1,1,3,5,3,4,#nissanrogue|#rogue|#nrogue|#roguerogue|#nissanroguerogue|#nroguerogue,0.304970238
1,Nissan,1,1,0,5,0,0,Micra (K14),3,Micra,3,5,4,0,1,1,5,1,2,#nissanmicra|#micra|#nmicra|#micramicra|#nissanmicramicra|#nmicramicra,0.342613636
1,Nissan,0,8,3,5,6,1,Mistral (R20),5,Mistral,4,5,2,6,1,1,5,2,3,#nissanmistral|#mistral|#nmistral|#mistralmistral|#nissanmistralmistral|#nmistralmistral,0.5
1,Nissan,5,1,2,5,1,0,Note I (E11) (facelift 2010),1,Note,4,5,4,2,1,1,5,1,2,#nissannote|#note|#nnote|#notenote|#nissannotenote|#nnotenote,0.2
1,Nissan,6,4,5,4,6,0,Navara II (D22),0,Navara,4,6,4,1,1,3,5,2,2,#nissannavara|#navara|#nnavara|#navaranavara|#nissannavaranavara|#nnavaranavara,0.442613636
1,Nissan,3,5,3,5,5,0,"Murano III (Z52, facelift 2019)",5,Murano,6,10,4,2,2,5,5,4,6,#nissanmurano|#murano|#nmurano|#muranomurano|#nissanmuranomurano|#nmuranomurano,0.192680272
1,Mitsuoka,0,0,1,4,5,0,Galue I,2,Galue,6,4,4,0,1,2,5,1,4,#mitsuokagalue|#galue|#mgalue|#galuegalue|#mitsuokagaluegalue|#mgaluegalue,0
1,Nissan,0,4,5,2,5,1,NP 300 Pick up (D22),5,NP 300 Pick up,4,5,4,1,4,2,3,4,6,#nissannp300pickup|#np300pickup|#nnp300pickup|#np300pickupnp|#nissannp300pickupnp|#nnp300pickupnp,0
1,Nissan,4,5,3,5,5,0,Pathfinder IV (facelift 2017),6,Pathfinder,6,10,4,2,2,5,7,4,6,#nissanpathfinder|#pathfinder|#npathfinder|#pathfinderpathfinder|#nissanpathfinderpathfinder|#npathfinderpathfinder,0.472705078
1,Mitsuoka,6,11,0,2,1,0,Himiko Concept,1,Himiko,4,6,4,4,1,2,2,1,6,#mitsuokahimiko|#himiko|#mhimiko|#himikohimiko|#mitsuokahimikohimiko|#mhimikohimiko,0.1
1,Nissan,0,5,1,5,1,1,Juke (facelift 2014),5,Juke,4,6,2,1,1,1,5,3,2,#nissanjuke|#juke|#njuke|#jukejuke|#nissanjukejuke|#njukejuke,-0.131818182
0,Moskvich,0,2,1,5,0,0,423 Combi,0,423 Kombi,4,4,2,0,1,0,4,0,0,#moskvich423kombi|#423kombi|#m423kombi|#423kombi423|#moskvich423kombi423|#m423kombi423,0
0,Moskvich,1,1,3,5,2,0,Yuriy Dolgorukiy,2,Yuriy Dolgorukiy,4,5,2,0,1,0,5,0,2,#moskvichyuriydolgorukiy|#yuriydolgorukiy|#myuriydolgorukiy|#yuriydolgorukiyyuriy|#moskvichyuriydolgorukiyyuriy|#myuriydolgorukiyyuriy,0
0,Nissan,0,1,1,5,0,1,March (K11),0,March,4,5,2,2,1,0,5,0,0,#nissanmarch|#march|#nmarch|#marchmarch|#nissanmarchmarch|#nmarchmarch,0.263121212
0,Nissan,4,0,3,4,4,0,Maxima VIII (A36),3,Maxima,6,0,4,2,2,5,5,4,5,#nissanmaxima|#maxima|#nmaxima|#maximamaxima|#nissanmaximamaxima|#nmaximamaxima,0.225
0,Moskvich,0,0,1,4,1,0,408 IE,0,408,4,4,2,0,1,0,5,0,0,#moskvich408|#408|#m408|#408408|#moskvich408408|#m408408,0.553472222
0,Moskvich,0,0,2,5,1,0,412,1,412,4,4,2,0,1,0,5,0,1,#moskvich412|#412|#m412|#412412|#moskvich412412|#m412412,0.85
1,Moskvich,0,0,1,4,0,0,407,0,407,4,4,2,0,1,0,4,0,0,#moskvich407|#407|#m407|#407407|#moskvich407407|#m407407,0.5
0,Nissan,2,2,0,5,1,0,Cube II,1,Cube,4,6,4,2,1,1,5,0,2,#nissancube|#cube|#ncube|#cubecube|#nissancubecube|#ncubecube,0.078787879
0,Nissan,2,12,0,2,0,0,Figaro,1,Figaro,4,3,4,0,1,0,4,0,0,#nissanfigaro|#figaro|#nfigaro|#figarofigaro|#nissanfigarofigaro|#nfigarofigaro,0
0,Nissan,3,12,3,5,6,0,Fairlady,4,Fairlady,6,6,4,2,2,5,5,4,2,#nissanfairlady|#fairlady|#nfairlady|#fairladyfairlady|#nissanfairladyfairlady|#nfairladyfairlady,0.341780303
1,Nissan,2,4,3,4,6,0,"Frontier II Crew Cab Long (D40, facelift 2009)",6,Frontier,6,5,4,6,2,5,5,5,2,#nissanfrontier|#frontier|#nfrontier|#frontierfrontier|#nissanfrontierfrontier|#nfrontierfrontier,0.414087302
1,Moskvich,0,0,0,4,0,0,402,0,402,4,3,2,0,1,0,4,0,0,#moskvich402|#402|#m402|#402402|#moskvich402402|#m402402,0
0,Moskvich,0,0,1,4,0,0,403,0,403,4,4,2,0,1,0,4,0,0,#moskvich403|#403|#m403|#403403|#moskvich403403|#m403403,0
1,Nissan,0,3,4,2,4,0,300 ZX (Z32),4,300 ZX,6,4,4,2,2,5,4,5,2,#nissan300zx|#300zx|#n300zx|#300zx300|#nissan300zx300|#n300zx300,0.334848485
0,Nissan,3,11,3,2,6,0,"350Z Roadster (Z33, facelift 2007)",4,350Z,6,5,4,2,2,6,2,5,3,#nissan350z|#350z|#n350z|#350z350z|#nissan350z350z|#n350z350z,0.425974026
1,Nissan,5,3,3,2,5,0,370Z Coupe (facelift 2018),3,370Z,6,7,4,4,2,6,2,5,2,#nissan370z|#370z|#n370z|#370z370z|#nissan370z370z|#n370z370z,0.542207792
0,Nissan,2,2,1,5,0,0,AD III,1,AD,4,4,4,5,1,2,5,2,2,#nissanad|#ad|#nad|#adad|#nissanadad|#nadad,0.336646916
1,Nissan,1,0,1,4,2,0,Almera Classic (B10),1,Almera,4,4,4,5,1,1,5,1,2,#nissanalmera|#almera|#nalmera|#almeraalmera|#nissanalmeraalmera|#nalmeraalmera,0.011666667
0,Nissan,1,0,5,4,3,0,Bluebird (U13),4,Bluebird,4,4,4,1,1,3,5,2,3,#nissanbluebird|#bluebird|#nbluebird|#bluebirdbluebird|#nissanbluebirdbluebird|#nbluebirdbluebird,0.5375
1,Nissan,6,0,5,4,5,0,Altima VI,5,Altima,4,10,4,1,1,4,5,3,6,#nissanaltima|#altima|#naltima|#altimaaltima|#nissanaltimaaltima|#naltimaaltima,0.358289242
1,Nissan,5,5,6,5,4,0,Armada II (Y62),0,Armada,8,7,4,5,2,6,8,6,2,#nissanarmada|#armada|#narmada|#armadaarmada|#nissanarmadaarmada|#narmadaarmada,0
1,Nissan,1,2,1,5,3,0,Avenir (W11),2,Avenir,4,5,4,5,1,2,5,1,3,#nissanavenir|#avenir|#navenir|#aveniravenir|#nissanaveniravenir|#naveniravenir,0.541666667
0,Nissan,1,0,1,4,5,0,"Cedric (Y31, facelif 1991)",2,Cedric,6,5,2,0,2,2,5,1,5,#nissancedric|#cedric|#ncedric|#cedriccedric|#nissancedriccedric|#ncedriccedric,0.202380952
1,Moskvich,0,0,0,4,0,0,400,0,400,4,3,2,0,1,0,4,0,0,#moskvich400|#400|#m400|#400400|#moskvich400400|#m400400,0.31
0,Moskvich,0,0,0,4,0,0,401,0,401,4,3,2,0,1,0,4,0,0,#moskvich401|#401|#m401|#401401|#moskvich401401|#m401401,0
1,Opel,1,0,4,4,4,0,Insignia Sedan (facelift 2013),1,Insignia,4,6,4,4,1,4,5,4,5,#opelinsignia|#insignia|#oinsignia|#insigniainsignia|#opelinsigniainsignia|#oinsigniainsignia,0.63110119
1,Opel,0,7,0,5,2,1,Meriva B,3,Meriva,4,5,4,2,1,0,5,2,3,#opelmeriva|#meriva|#omeriva|#merivameriva|#opelmerivameriva|#omerivameriva,0.066666667
1,Opel,3,1,0,5,0,0,Karl Rocks,2,Karl,3,5,4,1,1,0,5,0,0,#opelkarl|#karl|#okarl|#karlkarl|#opelkarlkarl|#okarlkarl,0.208712121
0,Opel,4,3,6,2,1,0,Manta B (facelift 1982),0,Manta,4,5,2,0,1,4,4,2,2,#opelmanta|#manta|#omanta|#mantamanta|#opelmantamanta|#omantamanta,0
1,Opel,4,5,1,5,2,0,Mokka X,5,Mokka,4,5,4,2,1,1,5,1,2,#opelmokka|#mokka|#omokka|#mokkamokka|#opelmokkamokka|#omokkamokka,0.466666667
1,Opel,0,0,6,4,5,0,Omega A,4,Omega,6,6,4,3,1,6,5,6,5,#opelomega|#omega|#oomega|#omegaomega|#opelomegaomega|#oomegaomega,0.278787879
0,Opel,1,0,4,4,5,0,Senator A (facelift 1982),2,Senator,6,5,2,0,1,2,5,2,4,#opelsenator|#senator|#osenator|#senatorsenator|#opelsenatorsenator|#osenatorsenator,0.15
0,Opel,6,3,4,3,4,0,Monza A2,2,Monza,4,5,2,4,1,2,4,2,4,#opelmonza|#monza|#omonza|#monzamonza|#opelmonzamonza|#omonzamonza,0
1,Opel,0,7,5,5,6,1,Movano B Combi,6,Movano,4,6,4,4,1,3,5,4,2,#opelmovano|#movano|#omovano|#movanomovano|#opelmovanomovano|#omovanomovano,0.266666667
0,Opel,0,0,5,4,4,1,Rekord E (facelift 1982),1,Rekord,4,5,2,3,1,0,5,0,4,#opelrekord|#rekord|#orekord|#rekordrekord|#opelrekordrekord|#orekordrekord,0
0,Opel,2,4,0,3,0,0,Combo Tour B,1,Combo,4,4,2,0,1,0,2,0,1,#opelcombo|#combo|#ocombo|#combocombo|#opelcombocombo|#ocombocombo,-0.101298701
0,Opel,1,0,5,4,6,0,Diplomat B,3,Diplomat,6,4,2,0,1,3,5,2,6,#opeldiplomat|#diplomat|#odiplomat|#diplomatdiplomat|#opeldiplomatdiplomat|#odiplomatdiplomat,0.308333333
1,Opel,3,1,0,3,0,0,Adam,3,Adam,4,5,4,2,1,1,4,0,0,#opeladam|#adam|#oadam|#adamadam|#opeladamadam|#oadamadam,0.25
0,Opel,1,0,5,4,6,0,Admiral B,3,Admiral,6,4,4,0,1,2,5,2,6,#opeladmiral|#admiral|#oadmiral|#admiraladmiral|#opeladmiraladmiral|#oadmiraladmiral,0.008928571
1,Opel,3,2,0,5,1,0,Astra K Sports Tourer,5,Astra,3,5,4,1,1,1,5,1,3,#opelastra|#astra|#oastra|#astraastra|#opelastraastra|#oastraastra,-0.1953125
1,Opel,2,5,4,5,4,1,Antara (facelift 2010),6,Antara,4,6,4,3,1,4,5,3,4,#opelantara|#antara|#oantara|#antaraantara|#opelantaraantara|#oantaraantara,0.548323413
0,Opel,0,0,6,4,3,0,Ascona C,2,Ascona,4,5,4,0,1,1,5,1,2,#opelascona|#ascona|#oascona|#asconaascona|#opelasconaascona|#oasconaascona,0.136363636
1,Opel,0,1,1,5,0,1,Corsa D (Facelift 2011) 5-door,1,Corsa,4,5,4,2,1,0,5,2,2,#opelcorsa|#corsa|#ocorsa|#corsacorsa|#opelcorsacorsa|#ocorsacorsa,0.3
0,Opel,1,0,4,5,4,0,Commodore C,1,Commodore,6,4,2,0,1,1,5,2,4,#opelcommodore|#commodore|#ocommodore|#commodorecommodore|#opelcommodorecommodore|#ocommodorecommodore,0.10952381
1,Ravon,5,0,3,4,3,0,Gentra,2,Gentra,4,6,4,3,1,1,5,1,2,#ravongentra|#gentra|#rgentra|#gentragentra|#ravongentragentra|#rgentragentra,0
1,Pagani,3,11,3,2,6,0,Huayra Roadster,2,Huayra,12,7,3,6,2,1,2,2,5,#paganihuayra|#huayra|#phuayra|#huayrahuayra|#paganihuayrahuayra|#phuayrahuayra,0.5
1,RAM,0,4,3,4,4,1,2500/3500 Mega Cab II (DT),0,2500/3500,6,6,4,1,1,6,5,2,2,#ram25003500|#25003500|#r25003500|#2500350025003500|#ram2500350025003500|#r2500350025003500,0.041666667
1,Maserati,0,3,1,2,6,0,Shamal,3,Shamal,8,6,4,1,2,6,4,6,0,#maseratishamal|#shamal|#mshamal|#shamalshamal|#maseratishamalshamal|#mshamalshamal,-0.038541667
1,Maserati,5,6,5,2,4,0,Spyder,5,Spyder,8,6,4,1,2,6,2,6,1,#maseratispyder|#spyder|#mspyder|#spyderspyder|#maseratispyderspyder|#mspyderspyder,0
1,Maserati,0,3,6,2,6,0,Ghibli II,2,Ghibli,6,6,4,0,2,5,4,5,2,#maseratighibli|#ghibli|#mghibli|#ghiblighibli|#maseratighiblighibli|#mghiblighibli,0.063459821
1,Maserati,5,3,5,2,4,0,Coupe,4,Coupe,8,6,4,1,2,6,4,6,3,#maseraticoupe|#coupe|#mcoupe|#coupecoupe|#maseraticoupecoupe|#mcoupecoupe,0.106505051
1,Mega,2,3,5,2,4,0,Track,0,Track,12,4,4,1,2,6,4,6,2,#megatrack|#track|#mtrack|#tracktrack|#megatracktrack|#mtracktrack,0.158340014
1,MG,1,0,5,4,4,0,ZT,4,ZT,8,5,4,5,2,5,4,5,5,#mgzt|#zt|#mzt|#ztzt|#mgztzt|#mztzt,0
0,Mahindra,6,11,5,3,1,1,Thar,0,Thar,4,5,4,1,1,0,7,2,1,#mahindrathar|#thar|#mthar|#tharthar|#mahindratharthar|#mtharthar,0.625
1,Mitsubishi,0,4,4,4,5,1,L200 V Double Cab (facelift 2019),0,L 200,4,6,4,1,1,4,5,5,2,#mitsubishil200|#l200|#ml200|#l200l200|#mitsubishil200l200|#ml200l200,0.378787879
1,Mahindra,0,8,5,5,1,1,Commander,2,Commander,4,4,2,2,1,0,8,0,4,#mahindracommander|#commander|#mcommander|#commandercommander|#mahindracommandercommander|#mcommandercommander,0.5
0,Mahindra,0,8,5,3,1,0,MM 540/550,2,MM 540/550,4,4,2,2,1,1,8,2,1,#mahindramm540550|#mm540550|#mmm540550|#mm540550mm|#mahindramm540550mm|#mmm540550mm,0
1,Mahindra,0,8,6,5,3,1,MM 775,4,MM 775,4,5,2,5,1,0,8,1,4,#mahindramm775|#mm775|#mmm775|#mm775mm|#mahindramm775mm|#mmm775mm,0
0,Maserati,5,3,3,2,4,0,MC12,2,MC12,12,6,4,6,2,1,2,2,5,#maseratimc12|#mc12|#mmc12|#mc12mc12|#maseratimc12mc12|#mmc12mc12,0
0,Maruti,2,7,0,4,0,0,Omni,0,Omni,4,4,2,0,1,0,4,0,0,#marutiomni|#omni|#momni|#omniomni|#marutiomniomni|#momniomni,0.28
1,Maruti,0,8,0,3,0,0,Gypsy,0,Gypsy,4,4,2,0,1,0,5,0,0,#marutigypsy|#gypsy|#mgypsy|#gypsygypsy|#marutigypsygypsy|#mgypsygypsy,0.440952381
0,Maserati,5,6,6,3,5,0,GranCabrio,6,GranCabrio,4,6,4,3,4,1,4,6,6,#maseratigrancabrio|#grancabrio|#mgrancabrio|#grancabriograncabrio|#maseratigrancabriograncabrio|#mgrancabriograncabrio,0
1,Maserati,4,3,5,2,4,0,GranSport,4,GranSport,8,6,4,1,2,6,4,6,3,#maseratigransport|#gransport|#mgransport|#gransportgransport|#maseratigransportgransport|#mgransportgransport,0.333333333
1,Maserati,4,3,5,2,6,0,GranTurismo,6,GranTurismo,8,6,4,5,2,1,4,6,6,#maseratigranturismo|#granturismo|#mgranturismo|#granturismogranturismo|#maseratigranturismogranturismo|#mgranturismogranturismo,0.257575758
1,Maserati,1,0,4,4,6,0,Quattroporte VI (M156),5,Quattroporte,8,8,4,1,2,6,5,2,2,#maseratiquattroporte|#quattroporte|#mquattroporte|#quattroportequattroporte|#maseratiquattroportequattroporte|#mquattroportequattroporte,0.15
1,Maserati,1,0,6,4,4,0,Royale,6,Royale,8,5,2,5,2,5,5,5,5,#maseratiroyale|#royale|#mroyale|#royaleroyale|#maseratiroyaleroyale|#mroyaleroyale,0.019893743
1,Maserati,2,3,1,2,3,0,Chubasco,2,Chubasco,8,5,4,1,2,1,2,6,3,#maseratichubasco|#chubasco|#mchubasco|#chubascochubasco|#maseratichubascochubasco|#mchubascochubasco,0
0,Maruti,0,12,0,5,0,0,800,0,800,3,6,2,0,1,0,5,0,2,#maruti800|#800|#m800|#800800|#maruti800800|#m800800,-0.2
1,Maxus,2,5,4,5,5,0,D90,0,D90,4,6,4,2,1,4,7,4,2,#maxusd90|#d90|#md90|#d90d90|#maxusd90d90|#md90d90,0
1,Mercedes-Benz,0,4,3,4,5,1,X-class,0,X-class,4,7,4,1,1,4,5,6,2,#mercedesbenzxclass|#xclass|#mxclass|#xclassxclass|#mercedesbenzxclassxclass|#mxclassxclass,0
1,Maxus,2,5,4,4,5,0,T60 Dual Cab,6,T60,4,6,4,1,1,3,5,2,2,#maxust60|#t60|#mt60|#t60t60|#maxust60t60|#mt60t60,0.221428571
1,Maserati,5,3,5,3,4,0,4300 GT Coupe,4,4300 GT Coupe,8,6,4,1,2,6,4,6,3,#maserati4300gtcoupe|#4300gtcoupe|#m4300gtcoupe|#4300gtcoupe4300|#maserati4300gtcoupe4300|#m4300gtcoupe4300,0
1,Maserati,0,3,1,2,4,0,3200 GT,4,3200 GT,8,6,4,1,2,6,4,6,3,#maserati3200gt|#3200gt|#m3200gt|#3200gt3200|#maserati3200gt3200|#m3200gt3200,0
1,Mercedes-Benz,0,0,3,4,6,0,Maybach S-class Pullman (VV222),5,S-class,12,7,3,6,2,1,6,2,2,#mercedesbenzsclass|#sclass|#msclass|#sclassmaybach|#mercedesbenzsclassmaybach|#msclassmaybach,0.337083333
1,Mercedes-Benz,0,6,3,2,4,0,SLR McLaren (C199) Roadster,5,SLR McLaren,8,5,3,6,2,1,2,2,4,#mercedesbenzslrmclaren|#slrmclaren|#mslrmclaren|#slrmclarenslr|#mercedesbenzslrmclarenslr|#mslrmclarenslr,0
1,Mercedes-Benz,5,6,5,2,6,0,SLS AMG Roadster (R197),5,SLS AMG,8,6,4,5,2,1,2,2,4,#mercedesbenzslsamg|#slsamg|#mslsamg|#slsamgsls|#mercedesbenzslsamgsls|#mslsamgsls,0.175
1,Mercedes-Benz,4,11,6,5,4,0,GLE coupe (C292),0,GLE,6,9,4,5,2,6,5,6,6,#mercedesbenzgle|#gle|#mgle|#glegle|#mercedesbenzglegle|#mglegle,0.402272727
0,Mazda,0,2,3,5,1,0,Protege Wagon,2,Protege,4,6,4,3,1,2,5,1,3,#mazdaprotege|#protege|#mprotege|#protegeprotege|#mazdaprotegeprotege|#mprotegeprotege,0.225
1,Mercedes-Benz,5,0,3,4,4,0,C-class (W204),5,C-class,8,7,4,1,2,1,5,2,5,#mercedesbenzcclass|#cclass|#mcclass|#cclasscclass|#mercedesbenzcclasscclass|#mcclasscclass,0
1,Mercedes-Benz,0,1,1,5,2,1,A-class (W168),1,A-class,4,5,4,3,1,0,5,1,1,#mercedesbenzaclass|#aclass|#maclass|#aclassaclass|#mercedesbenzaclassaclass|#maclassaclass,0.310868687
1,Mazda,2,6,3,2,1,0,Mx-5 II (NB),1,Mx-5,4,5,4,3,1,3,2,1,0,#mazdamx5|#mx5|#mmx5|#mx5mx5|#mazdamx5mx5|#mmx5mx5,0.395720899
1,Mercedes-Benz,4,6,4,2,4,0,E-class Cabrio (A207),5,E-class,8,7,4,3,2,6,4,6,5,#mercedesbenzeclass|#eclass|#meclass|#eclasseclass|#mercedesbenzeclasseclass|#meclasseclass,0.467211174
1,Mercedes-Benz,0,3,3,2,4,0,CL (C215),6,CL,8,5,3,6,2,1,4,2,6,#mercedesbenzcl|#cl|#mcl|#clcl|#mercedesbenzclcl|#mclcl,0.451515152
1,Mazda,0,8,4,5,4,1,CX-7,5,CX-7,4,6,4,1,1,3,5,5,5,#mazdacx7|#cx7|#mcx7|#cx7cx7|#mazdacx7cx7|#mcx7cx7,0
1,Mazda,6,5,3,5,3,1,CX-5,3,CX-5,4,6,4,3,1,3,5,5,4,#mazdacx5|#cx5|#mcx5|#cx5cx5|#mazdacx5cx5|#mcx5cx5,0.416666667
1,Mazda,3,5,5,5,5,0,CX-9 II,5,CX-9,4,6,4,1,1,5,7,4,6,#mazdacx9|#cx9|#mcx9|#cx9cx9|#mazdacx9cx9|#mcx9cx9,0.35122449
1,Mazda,0,1,0,5,0,0,Laputa,0,Laputa,3,4,4,0,1,0,5,0,0,#mazdalaputa|#laputa|#mlaputa|#laputalaputa|#mazdalaputalaputa|#mlaputalaputa,0.15
0,Mazda,0,2,3,5,1,0,Familia Wagon,2,Familia,4,6,4,3,1,3,5,1,3,#mazdafamilia|#familia|#mfamilia|#familiafamilia|#mazdafamiliafamilia|#mfamiliafamilia,0
1,Mazda,5,7,4,5,4,0,Biante,3,Biante,4,4,4,2,1,3,8,2,6,#mazdabiante|#biante|#mbiante|#biantebiante|#mazdabiantebiante|#mbiantebiante,0
1,Mazda,0,4,6,4,4,1,BT-50,6,BT-50,4,5,4,6,1,3,5,4,2,#mazdabt50|#bt50|#mbt50|#bt50bt50|#mazdabt50bt50|#mbt50bt50,0.4375
0,Mercedes-Benz,0,0,4,4,4,0,200 (W123),2,200,4,6,2,3,1,0,5,0,2,#mercedesbenz200|#200|#m200|#200200|#mercedesbenz200200|#m200200,0.186071429
1,Mercedes-Benz,0,0,4,4,4,1,250 (W124),3,250,5,4,2,3,1,2,5,3,5,#mercedesbenz250|#250|#m250|#250250|#mercedesbenz250250|#m250250,-0.35625
1,Mazda,0,2,0,3,0,0,Az-offroad,0,Az-offroad,3,5,4,0,1,0,4,0,0,#mazdaazoffroad|#azoffroad|#mazoffroad|#azoffroadazoffroad|#mazdaazoffroadazoffroad|#mazoffroadazoffroad,0
1,McLaren,3,3,4,2,6,0,F1,0,F1,12,6,4,4,2,1,3,2,4,#mclarenf1|#f1|#mf1|#f1f1|#mclarenf1f1|#mf1f1,0.333333333
1,Mazda,5,1,1,5,1,0,2 III Takumi,0,2,4,5,4,2,1,0,5,0,1,#mazda2|#2|#m2|#22|#mazda22|#m22,0.25
1,Mazda,0,1,2,5,1,0,3 IV Hatchback,3,3,4,6,4,2,1,4,5,2,4,#mazda3|#3|#m3|#33|#mazda33|#m33,0.5
1,Mazda,6,0,5,4,3,0,6 III Sedan (GJ facelift 2018),3,6,4,6,4,1,1,4,5,3,6,#mazda6|#6|#m6|#66|#mazda66|#m66,-0.025
1,Mercury,2,6,5,2,5,0,Marauder Convertible,5,Marauder,8,4,2,5,2,6,4,6,6,#mercurymarauder|#marauder|#mmarauder|#maraudermarauder|#mercurymaraudermarauder|#mmaraudermarauder,0
0,Mercury,0,0,3,4,4,0,Grand Marquis I,5,Grand Marquis,8,6,2,1,2,3,5,5,6,#mercurygrandmarquis|#grandmarquis|#mgrandmarquis|#grandmarquisgrand|#mercurygrandmarquisgrand|#mgrandmarquisgrand,0.65
1,MG,3,6,1,2,1,0,MGF,1,MGF,4,5,4,5,1,2,2,1,0,#mgmgf|#mgf|#mmgf|#mgfmgf|#mgmgfmgf|#mmgfmgf,0.6
1,MG,3,6,1,2,1,0,TF,1,TF,4,5,4,5,1,3,2,2,0,#mgtf|#tf|#mtf|#tftf|#mgtftf|#mtftf,0.048611111
0,Mercury,0,12,3,5,6,0,Cougar VII (XR7),5,Cougar,6,6,2,4,2,4,5,3,2,#mercurycougar|#cougar|#mcougar|#cougarcougar|#mercurycougarcougar|#mcougarcougar,0.307142857
1,Mitsubishi,2,1,0,3,0,0,Toppo,0,Toppo,3,3,2,0,1,0,5,0,0,#mitsubishitoppo|#toppo|#mtoppo|#toppotoppo|#mitsubishitoppotoppo|#mtoppotoppo,0
1,Mini,3,6,1,3,1,0,Convertible (R57),2,Convertible,4,6,4,4,1,3,4,3,1,#miniconvertible|#convertible|#mconvertible|#convertibleconvertible|#miniconvertibleconvertible|#mconvertibleconvertible,0.314640152
0,Mitsubishi,2,4,6,4,6,0,Raider,5,Raider,6,4,2,6,2,4,5,3,2,#mitsubishiraider|#raider|#mraider|#raiderraider|#mitsubishiraiderraider|#mraiderraider,0.78912037
1,Mitsubishi,4,0,4,4,6,0,Proudia/dignity,6,Proudia/dignity,8,5,4,1,2,5,5,5,6,#mitsubishiproudiadignity|#proudiadignity|#mproudiadignity|#proudiadignityproudiadignity|#mitsubishiproudiadignityproudiadignity|#mproudiadignityproudiadignity,0
0,Mitsubishi,5,12,4,5,4,0,Galant VIII Restyling,5,Galant,4,6,4,1,1,3,5,2,2,#mitsubishigalant|#galant|#mgalant|#galantgalant|#mitsubishigalantgalant|#mgalantgalant,0.276666667
1,Mitsubishi,5,1,3,5,3,0,Lancer Sportback X (GS44S),3,Lancer,4,6,4,3,1,3,5,2,3,#mitsubishilancer|#lancer|#mlancer|#lancerlancer|#mitsubishilancerlancer|#mlancerlancer,0.121634312
1,Mitsubishi,3,1,0,5,0,0,Mirage VI Hatchback (facelift 2017),0,Mirage,3,0,4,5,1,0,5,0,1,#mitsubishimirage|#mirage|#mmirage|#miragemirage|#mitsubishimiragemirage|#mmiragemirage,0.4
